experiment-id,analyser-qos,instancecount,publisher-qos,delay,topic,message-rate,loss-rate,out-of-order-rate,inter-message-gap
experiment2-4-1-4,2,4,1,4,counter/3/1/4,136.23333333333332,0,0,5
experiment2-4-1-4,2,4,1,4,counter/4/1/4,136.38333333333333,0,0,5
experiment2-4-2-0,2,4,2,0,counter/1/2/0,412.18333333333334,0,0,1
experiment2-4-2-0,2,4,2,0,counter/2/2/0,412.53333333333336,0,0,1
experiment2-4-2-0,2,4,2,0,counter/3/2/0,412.6,0,0,0
experiment2-4-2-0,2,4,2,0,counter/4/2/0,412,0,0,1
experiment2-4-2-1,2,4,2,1,counter/1/2/1,259.8833333333333,0,0,2
experiment2-4-2-1,2,4,2,1,counter/2/2/1,259.81666666666666,0,0,2
experiment2-4-2-1,2,4,2,1,counter/3/2/1,259.5833333333333,0,0,2
experiment2-4-2-1,2,4,2,1,counter/4/2/1,259.9166666666667,0.04486604281502372,0,2
experiment2-4-2-2,2,4,2,2,counter/1/2/2,207.71666666666667,0,0,3
experiment2-4-2-2,2,4,2,2,counter/2/2/2,207.85,0,0,3
experiment2-4-2-2,2,4,2,2,counter/3/2/2,207.8,0,0,3
experiment2-4-2-2,2,4,2,2,counter/4/2/2,207.93333333333334,0,0,3
experiment2-4-2-4,2,4,2,4,counter/1/2/4,142.16666666666666,0,0,0
experiment2-4-2-4,2,4,2,4,counter/2/2/4,142.21666666666667,0,0,0
experiment2-4-2-4,2,4,2,4,counter/3/2/4,142.03333333333333,0,0,0
experiment2-4-2-4,2,4,2,4,counter/4/2/4,142.28333333333333,0,0,0
experiment2-5-0-0,2,5,0,0,counter/1/0/0,298.9166666666667,0,0,1
experiment2-5-0-0,2,5,0,0,counter/2/0/0,298.7,0,0,1
experiment2-5-0-0,2,5,0,0,counter/3/0/0,299.18333333333334,0,0,1
experiment2-5-0-0,2,5,0,0,counter/4/0/0,298.96666666666664,0,0,1
experiment2-5-0-0,2,5,0,0,counter/5/0/0,299,0,0,1
experiment2-5-0-1,2,5,0,1,counter/1/0/1,263.5833333333333,0,0,2
experiment2-5-0-1,2,5,0,1,counter/2/0/1,263.55,0,0,2
experiment2-5-0-1,2,5,0,1,counter/3/0/1,263.43333333333334,0,0,2
experiment2-5-0-1,2,5,0,1,counter/4/0/1,263.46666666666664,0,0,2
experiment2-5-0-1,2,5,0,1,counter/5/0/1,263.35,0,0,2
experiment2-5-0-2,2,5,0,2,counter/1/0/2,205.5,0,0,3
experiment2-5-0-2,2,5,0,2,counter/2/0/2,205.38333333333333,0,0,3
experiment2-5-0-2,2,5,0,2,counter/3/0/2,205.48333333333332,0,0,3
experiment2-5-0-2,2,5,0,2,counter/4/0/2,205.55,0,0,3
experiment2-5-0-2,2,5,0,2,counter/5/0/2,205.25,0,0,3
experiment2-5-0-4,2,5,0,4,counter/1/0/4,135.18333333333334,0,0,5
experiment2-5-0-4,2,5,0,4,counter/2/0/4,135.01666666666668,0,0,5
experiment2-5-0-4,2,5,0,4,counter/3/0/4,135.1,0,0,5
experiment2-5-0-4,2,5,0,4,counter/4/0/4,135.06666666666666,0,0,5
experiment2-5-0-4,2,5,0,4,counter/5/0/4,134.96666666666667,0,0,5
experiment2-5-1-0,2,5,1,0,counter/1/1/0,296.76666666666665,0,0,1
experiment2-5-1-0,2,5,1,0,counter/2/1/0,296.43333333333334,0,0,1
experiment2-5-1-0,2,5,1,0,counter/3/1/0,296.6333333333333,0,0,1
experiment2-5-1-0,2,5,1,0,counter/4/1/0,296.6,0,0,1
experiment2-5-1-0,2,5,1,0,counter/5/1/0,296.6166666666667,0,0,1
experiment2-5-1-1,2,5,1,1,counter/1/1/1,258.93333333333334,0,0,2
experiment2-5-1-1,2,5,1,1,counter/2/1/1,259.15,0,0,2
experiment2-5-1-1,2,5,1,1,counter/3/1/1,258.93333333333334,0,0,2
experiment2-5-1-1,2,5,1,1,counter/4/1/1,259.03333333333336,0,0,2
experiment2-5-1-1,2,5,1,1,counter/5/1/1,259.05,0,0,2
experiment2-5-1-2,2,5,1,2,counter/1/1/2,204.35,0,0,3
experiment2-5-1-2,2,5,1,2,counter/2/1/2,204.45,0,0,3
experiment2-5-1-2,2,5,1,2,counter/3/1/2,204.38333333333333,0,0,3
experiment2-5-1-2,2,5,1,2,counter/4/1/2,204.46666666666667,0,0,3
experiment2-5-1-2,2,5,1,2,counter/5/1/2,204.65,0,0,3
experiment2-5-1-4,2,5,1,4,counter/1/1/4,138.5,0,0,5
experiment2-5-1-4,2,5,1,4,counter/2/1/4,138.36666666666667,0,0,5
experiment2-5-1-4,2,5,1,4,counter/3/1/4,138.41666666666666,0,0,5
experiment2-5-1-4,2,5,1,4,counter/4/1/4,138.6,0,0,5
experiment2-5-1-4,2,5,1,4,counter/5/1/4,138.66666666666666,0,0,5
experiment2-5-2-0,2,5,2,0,counter/1/2/0,426.3333333333333,0,0,0
experiment2-5-2-0,2,5,2,0,counter/2/2/0,426.21666666666664,0,0,1
experiment2-5-2-0,2,5,2,0,counter/3/2/0,426.55,0,0,1
experiment2-5-2-0,2,5,2,0,counter/4/2/0,426.35,0,0,1
experiment2-5-2-0,2,5,2,0,counter/5/2/0,426.46666666666664,0,0,1
experiment2-5-2-1,2,5,2,1,counter/1/2/1,260.6666666666667,0,0,2
experiment2-5-2-1,2,5,2,1,counter/2/2/1,261.01666666666665,0,0,2
experiment2-5-2-1,2,5,2,1,counter/3/2/1,260.55,0,0,2
experiment2-5-2-1,2,5,2,1,counter/4/2/1,260.9,0,0,2
experiment2-5-2-1,2,5,2,1,counter/5/2/1,260.8833333333333,0,0,2
experiment2-5-2-2,2,5,2,2,counter/1/2/2,210.7,0,0,3
experiment2-5-2-2,2,5,2,2,counter/2/2/2,210.08333333333334,0,0,3
experiment2-5-2-2,2,5,2,2,counter/3/2/2,210.43333333333334,0,0,3
experiment2-5-2-2,2,5,2,2,counter/4/2/2,210.35,0,0,3
experiment2-5-2-2,2,5,2,2,counter/5/2/2,210.35,0,0,3
experiment2-5-2-4,2,5,2,4,counter/1/2/4,141.36666666666667,0,0,5
experiment2-5-2-4,2,5,2,4,counter/2/2/4,141.48333333333332,0,0,5
experiment2-5-2-4,2,5,2,4,counter/3/2/4,141.45,0,0,5
experiment2-5-2-4,2,5,2,4,counter/4/2/4,141.48333333333332,0,0,5
experiment2-5-2-4,2,5,2,4,counter/5/2/4,141.46666666666667,0,0,5
